,experiment,sample_name,Pairs,Merged,Too short,No alignment found,Too many diffs,Overlap too short,Exp.errs. too high,Min Q too low,Ratio Pairs,Ratio Merged,Ratio Too short,Ratio No alignment found,Ratio Too many diffs,Ratio Overlap too short,Ratio Exp.errs. too high,Ratio Min Q too low
379,R1158_FKS1-HS2_double_none,output1none1,21769710,20240258,0,44959,0,5,229273,1255215,1.0,0.9297440342567723,0.0,0.0020652089531739285,0.0,2.2967692265997113e-07,0.010531743417803913,0.057658783695327134
380,R1158_FKS1-HS2_double_none,output1none2,18436874,17279901,0,37981,0,3,193957,925032,1.0,0.9372467914029243,0.0,0.0020600563848296627,0.0,1.6271738907582707e-07,0.010520058877660063,0.05017293061719682
381,R1158_FKS1-HS2_double_none,output1none3,18233354,17064338,0,37546,0,6,195211,936253,1.0,0.9358858496357828,0.0,0.002059193278428094,0.0,3.290672686988911e-07,0.010706258431663203,0.051348369586857144
382,R1158_FKS1-HS2_double_none,output2none1,21769710,20240258,0,44959,0,5,229273,1255215,1.0,0.9297440342567723,0.0,0.0020652089531739285,0.0,2.2967692265997113e-07,0.010531743417803913,0.057658783695327134
383,R1158_FKS1-HS2_double_none,output2none2,18436874,17279901,0,37981,0,3,193957,925032,1.0,0.9372467914029243,0.0,0.0020600563848296627,0.0,1.6271738907582707e-07,0.010520058877660063,0.05017293061719682
384,R1158_FKS1-HS2_double_none,output2none3,18233354,17064338,0,37546,0,6,195211,936253,1.0,0.9358858496357828,0.0,0.002059193278428094,0.0,3.290672686988911e-07,0.010706258431663203,0.051348369586857144
385,R1158_FKS1-HS2_double_none,output3none1,21769710,20240258,0,44959,0,5,229273,1255215,1.0,0.9297440342567723,0.0,0.0020652089531739285,0.0,2.2967692265997113e-07,0.010531743417803913,0.057658783695327134
386,R1158_FKS1-HS2_double_none,output3none2,18436874,17279901,0,37981,0,3,193957,925032,1.0,0.9372467914029243,0.0,0.0020600563848296627,0.0,1.6271738907582707e-07,0.010520058877660063,0.05017293061719682
387,R1158_FKS1-HS2_double_none,output3none3,18233354,17064338,0,37546,0,6,195211,936253,1.0,0.9358858496357828,0.0,0.002059193278428094,0.0,3.290672686988911e-07,0.010706258431663203,0.051348369586857144
388,R1158_FKS1-HS2_single_ortho_anidulafungin,input1,211726,197963,0,397,0,0,1970,11396,1.0,0.9349961743007472,0.0,0.0018750649424255877,0.0,0.0,0.009304478429668533,0.05382428232715868
389,R1158_FKS1-HS2_single_ortho_anidulafungin,input2,174506,162929,0,323,0,0,1552,9702,1.0,0.9336584415435573,0.0,0.0018509392227201357,0.0,0.0,0.008893677008240404,0.05559694222548222
390,R1158_FKS1-HS2_single_ortho_anidulafungin,input3,10078,8500,0,57,0,0,220,1301,1.0,0.8434213137527287,0.0,0.005655884103988887,0.0,0.0,0.02182972812065886,0.12909307402262354
391,R1158_FKS1-HS2_single_ortho_anidulafungin,output1anidulafungin1,171216,160154,0,316,0,0,1617,9129,1.0,0.935391552191384,0.0,0.0018456219044949071,0.0,0.0,0.00944421082141856,0.05331861508270255
392,R1158_FKS1-HS2_single_ortho_anidulafungin,output1anidulafungin2,277047,258536,0,488,0,0,2528,15495,1.0,0.9331846221038308,0.0,0.0017614339805159414,0.0,0.0,0.00912480553841045,0.05592913837724285
393,R1158_FKS1-HS2_single_ortho_anidulafungin,output1anidulafungin3,249398,233475,0,441,0,0,2334,13148,1.0,0.9361542594567719,0.0,0.0017682579651801538,0.0,0.0,0.009358535353130339,0.0527189472249176
394,R1158_FKS1-HS2_single_ortho_anidulafungin,output2anidulafungin1,171216,160154,0,316,0,0,1617,9129,1.0,0.935391552191384,0.0,0.0018456219044949071,0.0,0.0,0.00944421082141856,0.05331861508270255
395,R1158_FKS1-HS2_single_ortho_anidulafungin,output2anidulafungin2,277047,258536,0,488,0,0,2528,15495,1.0,0.9331846221038308,0.0,0.0017614339805159414,0.0,0.0,0.00912480553841045,0.05592913837724285
396,R1158_FKS1-HS2_single_ortho_anidulafungin,output2anidulafungin3,249398,233475,0,441,0,0,2334,13148,1.0,0.9361542594567719,0.0,0.0017682579651801538,0.0,0.0,0.009358535353130339,0.0527189472249176
397,R1158_FKS1-HS2_single_ortho_anidulafungin,output3anidulafungin1,171216,160154,0,316,0,0,1617,9129,1.0,0.935391552191384,0.0,0.0018456219044949071,0.0,0.0,0.00944421082141856,0.05331861508270255
398,R1158_FKS1-HS2_single_ortho_anidulafungin,output3anidulafungin2,277047,258536,0,488,0,0,2528,15495,1.0,0.9331846221038308,0.0,0.0017614339805159414,0.0,0.0,0.00912480553841045,0.05592913837724285
399,R1158_FKS1-HS2_single_ortho_anidulafungin,output3anidulafungin3,249398,233475,0,441,0,0,2334,13148,1.0,0.9361542594567719,0.0,0.0017682579651801538,0.0,0.0,0.009358535353130339,0.0527189472249176
400,R1158_FKS1-HS2_single_ortho_caspofungin,input1,211726,197963,0,397,0,0,1970,11396,1.0,0.9349961743007472,0.0,0.0018750649424255877,0.0,0.0,0.009304478429668533,0.05382428232715868
401,R1158_FKS1-HS2_single_ortho_caspofungin,input2,174506,162929,0,323,0,0,1552,9702,1.0,0.9336584415435573,0.0,0.0018509392227201357,0.0,0.0,0.008893677008240404,0.05559694222548222
402,R1158_FKS1-HS2_single_ortho_caspofungin,input3,10078,8500,0,57,0,0,220,1301,1.0,0.8434213137527287,0.0,0.005655884103988887,0.0,0.0,0.02182972812065886,0.12909307402262354
403,R1158_FKS1-HS2_single_ortho_caspofungin,output1caspofungin1,258997,241358,0,558,0,0,2579,14502,1.0,0.9318949640343325,0.0,0.0021544651096344746,0.0,0.0,0.009957644297038189,0.05599292655899489
404,R1158_FKS1-HS2_single_ortho_caspofungin,output1caspofungin2,211531,194959,0,418,0,0,2071,14083,1.0,0.9216568729878836,0.0,0.0019760697013676484,0.0,0.0,0.009790527156776075,0.0665765301539727
405,R1158_FKS1-HS2_single_ortho_caspofungin,output1caspofungin3,221946,206958,0,413,0,0,2089,12486,1.0,0.9324700602849342,0.0,0.0018608129905472502,0.0,0.0,0.009412199363809215,0.05625692736070936
406,R1158_FKS1-HS2_single_ortho_caspofungin,output2caspofungin1,258997,241358,0,558,0,0,2579,14502,1.0,0.9318949640343325,0.0,0.0021544651096344746,0.0,0.0,0.009957644297038189,0.05599292655899489
407,R1158_FKS1-HS2_single_ortho_caspofungin,output2caspofungin2,211531,194959,0,418,0,0,2071,14083,1.0,0.9216568729878836,0.0,0.0019760697013676484,0.0,0.0,0.009790527156776075,0.0665765301539727
408,R1158_FKS1-HS2_single_ortho_caspofungin,output2caspofungin3,221946,206958,0,413,0,0,2089,12486,1.0,0.9324700602849342,0.0,0.0018608129905472502,0.0,0.0,0.009412199363809215,0.05625692736070936
409,R1158_FKS1-HS2_single_ortho_caspofungin,output3caspofungin1,258997,241358,0,558,0,0,2579,14502,1.0,0.9318949640343325,0.0,0.0021544651096344746,0.0,0.0,0.009957644297038189,0.05599292655899489
410,R1158_FKS1-HS2_single_ortho_caspofungin,output3caspofungin2,211531,194959,0,418,0,0,2071,14083,1.0,0.9216568729878836,0.0,0.0019760697013676484,0.0,0.0,0.009790527156776075,0.0665765301539727
411,R1158_FKS1-HS2_single_ortho_caspofungin,output3caspofungin3,221946,206958,0,413,0,0,2089,12486,1.0,0.9324700602849342,0.0,0.0018608129905472502,0.0,0.0,0.009412199363809215,0.05625692736070936
412,R1158_FKS1-HS2_single_ortho_dox,input1,211726,197963,0,397,0,0,1970,11396,1.0,0.9349961743007472,0.0,0.0018750649424255877,0.0,0.0,0.009304478429668533,0.05382428232715868
413,R1158_FKS1-HS2_single_ortho_dox,input2,174506,162929,0,323,0,0,1552,9702,1.0,0.9336584415435573,0.0,0.0018509392227201357,0.0,0.0,0.008893677008240404,0.05559694222548222
414,R1158_FKS1-HS2_single_ortho_dox,input3,10078,8500,0,57,0,0,220,1301,1.0,0.8434213137527287,0.0,0.005655884103988887,0.0,0.0,0.02182972812065886,0.12909307402262354
415,R1158_FKS1-HS2_single_ortho_dox,output1dox1,210879,195335,0,411,0,0,1939,13194,1.0,0.9262894835426951,0.0,0.0019489849629408334,0.0,0.0,0.009194846333679504,0.06256668516068456
416,R1158_FKS1-HS2_single_ortho_dox,output1dox2,265763,249507,0,520,0,0,2387,13349,1.0,0.9388327193777914,0.0,0.001956630531714347,0.0,0.0,0.008981686690773358,0.05022896339972081
417,R1158_FKS1-HS2_single_ortho_dox,output1dox3,269101,251762,0,500,0,0,2449,14390,1.0,0.9355669432666546,0.0,0.0018580384316669205,0.0,0.0,0.009100672238304576,0.05347434606337397
418,R1158_FKS1-HS2_single_ortho_dox,output2dox1,210879,195335,0,411,0,0,1939,13194,1.0,0.9262894835426951,0.0,0.0019489849629408334,0.0,0.0,0.009194846333679504,0.06256668516068456
419,R1158_FKS1-HS2_single_ortho_dox,output2dox2,265763,249507,0,520,0,0,2387,13349,1.0,0.9388327193777914,0.0,0.001956630531714347,0.0,0.0,0.008981686690773358,0.05022896339972081
420,R1158_FKS1-HS2_single_ortho_dox,output2dox3,269101,251762,0,500,0,0,2449,14390,1.0,0.9355669432666546,0.0,0.0018580384316669205,0.0,0.0,0.009100672238304576,0.05347434606337397
421,R1158_FKS1-HS2_single_ortho_dox,output3dox1,210879,195335,0,411,0,0,1939,13194,1.0,0.9262894835426951,0.0,0.0019489849629408334,0.0,0.0,0.009194846333679504,0.06256668516068456
422,R1158_FKS1-HS2_single_ortho_dox,output3dox2,265763,249507,0,520,0,0,2387,13349,1.0,0.9388327193777914,0.0,0.001956630531714347,0.0,0.0,0.008981686690773358,0.05022896339972081
423,R1158_FKS1-HS2_single_ortho_dox,output3dox3,269101,251762,0,500,0,0,2449,14390,1.0,0.9355669432666546,0.0,0.0018580384316669205,0.0,0.0,0.009100672238304576,0.05347434606337397
424,R1158_FKS1-HS2_single_ortho_micafungin,input1,211726,197963,0,397,0,0,1970,11396,1.0,0.9349961743007472,0.0,0.0018750649424255877,0.0,0.0,0.009304478429668533,0.05382428232715868
425,R1158_FKS1-HS2_single_ortho_micafungin,input2,174506,162929,0,323,0,0,1552,9702,1.0,0.9336584415435573,0.0,0.0018509392227201357,0.0,0.0,0.008893677008240404,0.05559694222548222
426,R1158_FKS1-HS2_single_ortho_micafungin,input3,10078,8500,0,57,0,0,220,1301,1.0,0.8434213137527287,0.0,0.005655884103988887,0.0,0.0,0.02182972812065886,0.12909307402262354
427,R1158_FKS1-HS2_single_ortho_micafungin,output1micafungin1,222074,207553,0,407,0,0,2039,12075,1.0,0.9346118861280474,0.0,0.0018327224258580473,0.0,0.0,0.009181624143303584,0.05437376730279096
428,R1158_FKS1-HS2_single_ortho_micafungin,output1micafungin2,229583,213254,0,368,0,0,2306,13655,1.0,0.928875395826346,0.0,0.0016029061385207093,0.0,0.0,0.010044297704969445,0.05947740033016382
429,R1158_FKS1-HS2_single_ortho_micafungin,output1micafungin3,206038,192639,0,348,0,0,1934,11117,1.0,0.934968306817189,0.0,0.0016890088236150612,0.0,0.0,0.009386618002504392,0.053956066356691486
430,R1158_FKS1-HS2_single_ortho_micafungin,output2micafungin1,222074,207553,0,407,0,0,2039,12075,1.0,0.9346118861280474,0.0,0.0018327224258580473,0.0,0.0,0.009181624143303584,0.05437376730279096
431,R1158_FKS1-HS2_single_ortho_micafungin,output2micafungin2,229583,213254,0,368,0,0,2306,13655,1.0,0.928875395826346,0.0,0.0016029061385207093,0.0,0.0,0.010044297704969445,0.05947740033016382
432,R1158_FKS1-HS2_single_ortho_micafungin,output2micafungin3,206038,192639,0,348,0,0,1934,11117,1.0,0.934968306817189,0.0,0.0016890088236150612,0.0,0.0,0.009386618002504392,0.053956066356691486
433,R1158_FKS1-HS2_single_ortho_micafungin,output3micafungin1,222074,207553,0,407,0,0,2039,12075,1.0,0.9346118861280474,0.0,0.0018327224258580473,0.0,0.0,0.009181624143303584,0.05437376730279096
434,R1158_FKS1-HS2_single_ortho_micafungin,output3micafungin2,229583,213254,0,368,0,0,2306,13655,1.0,0.928875395826346,0.0,0.0016029061385207093,0.0,0.0,0.010044297704969445,0.05947740033016382
435,R1158_FKS1-HS2_single_ortho_micafungin,output3micafungin3,206038,192639,0,348,0,0,1934,11117,1.0,0.934968306817189,0.0,0.0016890088236150612,0.0,0.0,0.009386618002504392,0.053956066356691486
436,R1158_FKS1-HS2_single_ortho_none,input1,211726,197963,0,397,0,0,1970,11396,1.0,0.9349961743007472,0.0,0.0018750649424255877,0.0,0.0,0.009304478429668533,0.05382428232715868
437,R1158_FKS1-HS2_single_ortho_none,input2,174506,162929,0,323,0,0,1552,9702,1.0,0.9336584415435573,0.0,0.0018509392227201357,0.0,0.0,0.008893677008240404,0.05559694222548222
438,R1158_FKS1-HS2_single_ortho_none,input3,10078,8500,0,57,0,0,220,1301,1.0,0.8434213137527287,0.0,0.005655884103988887,0.0,0.0,0.02182972812065886,0.12909307402262354
439,R1158_FKS1-HS2_single_ortho_none,output1none1,151917,83741,0,2133,0,0,8101,57942,1.0,0.551228631423738,0.0,0.014040561622464899,0.0,0.0,0.053325170981522806,0.38140563597227434
440,R1158_FKS1-HS2_single_ortho_none,output1none2,255147,238081,0,534,1,0,2483,14048,1.0,0.9331130681528688,0.0,0.0020929111453397453,3.919309260935853e-06,0.0,0.009731644894903722,0.055058456497626855
441,R1158_FKS1-HS2_single_ortho_none,output1none3,208453,194203,0,446,0,0,2153,11651,1.0,0.9316392664053768,0.0,0.002139571030400138,0.0,0.0,0.010328467328366587,0.05589269523585652
442,R1158_FKS1-HS2_single_ortho_none,output2none1,151917,83741,0,2133,0,0,8101,57942,1.0,0.551228631423738,0.0,0.014040561622464899,0.0,0.0,0.053325170981522806,0.38140563597227434
443,R1158_FKS1-HS2_single_ortho_none,output2none2,255147,238081,0,534,1,0,2483,14048,1.0,0.9331130681528688,0.0,0.0020929111453397453,3.919309260935853e-06,0.0,0.009731644894903722,0.055058456497626855
444,R1158_FKS1-HS2_single_ortho_none,output2none3,208453,194203,0,446,0,0,2153,11651,1.0,0.9316392664053768,0.0,0.002139571030400138,0.0,0.0,0.010328467328366587,0.05589269523585652
445,R1158_FKS1-HS2_single_ortho_none,output3none1,151917,83741,0,2133,0,0,8101,57942,1.0,0.551228631423738,0.0,0.014040561622464899,0.0,0.0,0.053325170981522806,0.38140563597227434
446,R1158_FKS1-HS2_single_ortho_none,output3none2,255147,238081,0,534,1,0,2483,14048,1.0,0.9331130681528688,0.0,0.0020929111453397453,3.919309260935853e-06,0.0,0.009731644894903722,0.055058456497626855
447,R1158_FKS1-HS2_single_ortho_none,output3none3,208453,194203,0,446,0,0,2153,11651,1.0,0.9316392664053768,0.0,0.002139571030400138,0.0,0.0,0.010328467328366587,0.05589269523585652
448,R1158_FKS2-HS1_double_anidulafungin,input1,22954228,20121840,0,67923,0,0,380276,2384189,1.0,0.8766071331172628,0.0,0.0029590627051365006,0.0,0.0,0.01656670832057606,0.10386709585702468
449,R1158_FKS2-HS1_double_anidulafungin,input2,22628007,19803606,0,64469,0,0,368856,2391076,1.0,0.8751811858640489,0.0,0.002849079903501886,0.0,0.0,0.016300861140797773,0.10566887309165142
450,R1158_FKS2-HS1_double_anidulafungin,input3,16162182,14207124,0,51000,0,0,273995,1630063,1.0,0.8790350213851076,0.0,0.0031555145214922095,0.0,0.0,0.01695284708463251,0.10085661700876775
451,R1158_FKS2-HS1_double_anidulafungin,output1anidulafungin1,15128746,13300584,0,47422,0,0,272136,1508604,1.0,0.8791597135678,0.0,0.0031345625076923097,0.0,0.0,0.017988007730449042,0.09971771619405864
452,R1158_FKS2-HS1_double_anidulafungin,output1anidulafungin2,19669062,17254972,0,59154,2,0,351055,2003879,1.0,0.8772646097714268,0.0,0.0030074642095286497,1.0168253066668864e-07,0.0,0.01784808040159719,0.10187974393491667
453,R1158_FKS2-HS1_double_anidulafungin,output1anidulafungin3,15446756,13557413,0,48422,1,0,279037,1561883,1.0,0.8776867453593492,0.0,0.00313476823224242,6.473851208629177e-08,0.0,0.018064440197022597,0.10111398147287366
454,R1158_FKS2-HS1_double_anidulafungin,output2anidulafungin1,15128746,13300584,0,47422,0,0,272136,1508604,1.0,0.8791597135678,0.0,0.0031345625076923097,0.0,0.0,0.017988007730449042,0.09971771619405864
455,R1158_FKS2-HS1_double_anidulafungin,output2anidulafungin2,19669062,17254972,0,59154,2,0,351055,2003879,1.0,0.8772646097714268,0.0,0.0030074642095286497,1.0168253066668864e-07,0.0,0.01784808040159719,0.10187974393491667
456,R1158_FKS2-HS1_double_anidulafungin,output2anidulafungin3,15446756,13557413,0,48422,1,0,279037,1561883,1.0,0.8776867453593492,0.0,0.00313476823224242,6.473851208629177e-08,0.0,0.018064440197022597,0.10111398147287366
457,R1158_FKS2-HS1_double_anidulafungin,output3anidulafungin1,15128746,13300584,0,47422,0,0,272136,1508604,1.0,0.8791597135678,0.0,0.0031345625076923097,0.0,0.0,0.017988007730449042,0.09971771619405864
458,R1158_FKS2-HS1_double_anidulafungin,output3anidulafungin2,19669062,17254972,0,59154,2,0,351055,2003879,1.0,0.8772646097714268,0.0,0.0030074642095286497,1.0168253066668864e-07,0.0,0.01784808040159719,0.10187974393491667
459,R1158_FKS2-HS1_double_anidulafungin,output3anidulafungin3,15446756,13557413,0,48422,1,0,279037,1561883,1.0,0.8776867453593492,0.0,0.00313476823224242,6.473851208629177e-08,0.0,0.018064440197022597,0.10111398147287366
460,R1158_FKS2-HS1_double_caspofungin,input1,22954228,20121840,0,67923,0,0,380276,2384189,1.0,0.8766071331172628,0.0,0.0029590627051365006,0.0,0.0,0.01656670832057606,0.10386709585702468
461,R1158_FKS2-HS1_double_caspofungin,input2,22628007,19803606,0,64469,0,0,368856,2391076,1.0,0.8751811858640489,0.0,0.002849079903501886,0.0,0.0,0.016300861140797773,0.10566887309165142
462,R1158_FKS2-HS1_double_caspofungin,input3,16162182,14207124,0,51000,0,0,273995,1630063,1.0,0.8790350213851076,0.0,0.0031555145214922095,0.0,0.0,0.01695284708463251,0.10085661700876775
463,R1158_FKS2-HS1_double_caspofungin,output1caspofungin1,22208833,19538921,0,71982,1,0,404494,2193435,1.0,0.8797815265664792,0.0,0.0032411428371765414,4.502712952094331e-08,0.0,0.018213203728444444,0.09876408184077029
464,R1158_FKS2-HS1_double_caspofungin,output1caspofungin2,23549077,20642148,0,81913,0,0,445349,2379667,1.0,0.8765586863553081,0.0,0.003478395352819985,0.0,0.0,0.018911526765995966,0.10105139152587594
465,R1158_FKS2-HS1_double_caspofungin,output1caspofungin3,27281748,23845169,0,91703,2,1,507405,2837468,1.0,0.8740337679242547,0.0,0.00336133153931339,7.330908562017361e-08,3.6654542810086805e-08,0.018598698294552095,0.10400609227825137
466,R1158_FKS2-HS1_double_caspofungin,output2caspofungin1,22208833,19538921,0,71982,1,0,404494,2193435,1.0,0.8797815265664792,0.0,0.0032411428371765414,4.502712952094331e-08,0.0,0.018213203728444444,0.09876408184077029
467,R1158_FKS2-HS1_double_caspofungin,output2caspofungin2,23549077,20642148,0,81913,0,0,445349,2379667,1.0,0.8765586863553081,0.0,0.003478395352819985,0.0,0.0,0.018911526765995966,0.10105139152587594
468,R1158_FKS2-HS1_double_caspofungin,output2caspofungin3,27281748,23845169,0,91703,2,1,507405,2837468,1.0,0.8740337679242547,0.0,0.00336133153931339,7.330908562017361e-08,3.6654542810086805e-08,0.018598698294552095,0.10400609227825137
469,R1158_FKS2-HS1_double_caspofungin,output3caspofungin1,22208833,19538921,0,71982,1,0,404494,2193435,1.0,0.8797815265664792,0.0,0.0032411428371765414,4.502712952094331e-08,0.0,0.018213203728444444,0.09876408184077029
470,R1158_FKS2-HS1_double_caspofungin,output3caspofungin2,23549077,20642148,0,81913,0,0,445349,2379667,1.0,0.8765586863553081,0.0,0.003478395352819985,0.0,0.0,0.018911526765995966,0.10105139152587594
471,R1158_FKS2-HS1_double_caspofungin,output3caspofungin3,27281748,23845169,0,91703,2,1,507405,2837468,1.0,0.8740337679242547,0.0,0.00336133153931339,7.330908562017361e-08,3.6654542810086805e-08,0.018598698294552095,0.10400609227825137
472,R1158_FKS2-HS1_double_dox,input1,22954228,20121840,0,67923,0,0,380276,2384189,1.0,0.8766071331172628,0.0,0.0029590627051365006,0.0,0.0,0.01656670832057606,0.10386709585702468
473,R1158_FKS2-HS1_double_dox,input2,22628007,19803606,0,64469,0,0,368856,2391076,1.0,0.8751811858640489,0.0,0.002849079903501886,0.0,0.0,0.016300861140797773,0.10566887309165142
474,R1158_FKS2-HS1_double_dox,input3,16162182,14207124,0,51000,0,0,273995,1630063,1.0,0.8790350213851076,0.0,0.0031555145214922095,0.0,0.0,0.01695284708463251,0.10085661700876775
475,R1158_FKS2-HS1_double_dox,output1dox1,25978213,22838963,0,93743,0,0,474331,2571176,1.0,0.8791583547336378,0.0,0.0036085238041585078,0.0,0.0,0.01825880017228283,0.09897432128992091
476,R1158_FKS2-HS1_double_dox,output1dox2,22758130,19983709,0,79732,0,1,417964,2276724,1.0,0.8780909942952255,0.0,0.0035034512941089623,0.0,4.39403413197833e-08,0.01836548081938191,0.10004002965094232
477,R1158_FKS2-HS1_double_dox,output1dox3,18941712,16631385,0,64724,1,0,344780,1900822,1.0,0.8780296627886645,0.0,0.003417008979969709,5.279353840877741e-08,0.0,0.018202156172578275,0.1003511192652491
478,R1158_FKS2-HS1_double_dox,output2dox1,25978213,22838963,0,93743,0,0,474331,2571176,1.0,0.8791583547336378,0.0,0.0036085238041585078,0.0,0.0,0.01825880017228283,0.09897432128992091
479,R1158_FKS2-HS1_double_dox,output2dox2,22758130,19983709,0,79732,0,1,417964,2276724,1.0,0.8780909942952255,0.0,0.0035034512941089623,0.0,4.39403413197833e-08,0.01836548081938191,0.10004002965094232
480,R1158_FKS2-HS1_double_dox,output2dox3,18941712,16631385,0,64724,1,0,344780,1900822,1.0,0.8780296627886645,0.0,0.003417008979969709,5.279353840877741e-08,0.0,0.018202156172578275,0.1003511192652491
481,R1158_FKS2-HS1_double_dox,output3dox1,25978213,22838963,0,93743,0,0,474331,2571176,1.0,0.8791583547336378,0.0,0.0036085238041585078,0.0,0.0,0.01825880017228283,0.09897432128992091
482,R1158_FKS2-HS1_double_dox,output3dox2,22758130,19983709,0,79732,0,1,417964,2276724,1.0,0.8780909942952255,0.0,0.0035034512941089623,0.0,4.39403413197833e-08,0.01836548081938191,0.10004002965094232
483,R1158_FKS2-HS1_double_dox,output3dox3,18941712,16631385,0,64724,1,0,344780,1900822,1.0,0.8780296627886645,0.0,0.003417008979969709,5.279353840877741e-08,0.0,0.018202156172578275,0.1003511192652491
484,R1158_FKS2-HS1_double_micafungin,input1,22954228,20121840,0,67923,0,0,380276,2384189,1.0,0.8766071331172628,0.0,0.0029590627051365006,0.0,0.0,0.01656670832057606,0.10386709585702468
485,R1158_FKS2-HS1_double_micafungin,input2,22628007,19803606,0,64469,0,0,368856,2391076,1.0,0.8751811858640489,0.0,0.002849079903501886,0.0,0.0,0.016300861140797773,0.10566887309165142
486,R1158_FKS2-HS1_double_micafungin,input3,16162182,14207124,0,51000,0,0,273995,1630063,1.0,0.8790350213851076,0.0,0.0031555145214922095,0.0,0.0,0.01695284708463251,0.10085661700876775
487,R1158_FKS2-HS1_double_micafungin,output1micafungin1,24879056,21814847,0,90278,0,0,467859,2506072,1.0,0.8768358011654461,0.0,0.0036286746571091767,0.0,0.0,0.018805335700840097,0.10073018847660457
488,R1158_FKS2-HS1_double_micafungin,output1micafungin2,32734140,28406848,0,102424,1,0,582162,3642705,1.0,0.8678049278215343,0.0,0.003128965660927704,3.05491453265612e-08,0.0,0.01778455154160152,0.11128152442679111
489,R1158_FKS2-HS1_double_micafungin,output1micafungin3,31296522,27485200,0,106129,0,0,559158,3146035,1.0,0.8782189918739213,0.0,0.0033910796861069737,0.0,0.0,0.017866458132312593,0.10052347030765911
490,R1158_FKS2-HS1_double_micafungin,output2micafungin1,24879056,21814847,0,90278,0,0,467859,2506072,1.0,0.8768358011654461,0.0,0.0036286746571091767,0.0,0.0,0.018805335700840097,0.10073018847660457
491,R1158_FKS2-HS1_double_micafungin,output2micafungin2,32734140,28406848,0,102424,1,0,582162,3642705,1.0,0.8678049278215343,0.0,0.003128965660927704,3.05491453265612e-08,0.0,0.01778455154160152,0.11128152442679111
492,R1158_FKS2-HS1_double_micafungin,output2micafungin3,31296522,27485200,0,106129,0,0,559158,3146035,1.0,0.8782189918739213,0.0,0.0033910796861069737,0.0,0.0,0.017866458132312593,0.10052347030765911
493,R1158_FKS2-HS1_double_micafungin,output3micafungin1,24879056,21814847,0,90278,0,0,467859,2506072,1.0,0.8768358011654461,0.0,0.0036286746571091767,0.0,0.0,0.018805335700840097,0.10073018847660457
494,R1158_FKS2-HS1_double_micafungin,output3micafungin2,32734140,28406848,0,102424,1,0,582162,3642705,1.0,0.8678049278215343,0.0,0.003128965660927704,3.05491453265612e-08,0.0,0.01778455154160152,0.11128152442679111
495,R1158_FKS2-HS1_double_micafungin,output3micafungin3,31296522,27485200,0,106129,0,0,559158,3146035,1.0,0.8782189918739213,0.0,0.0033910796861069737,0.0,0.0,0.017866458132312593,0.10052347030765911
496,R1158_FKS2-HS1_double_none,input1,22954228,20121840,0,67923,0,0,380276,2384189,1.0,0.8766071331172628,0.0,0.0029590627051365006,0.0,0.0,0.01656670832057606,0.10386709585702468
497,R1158_FKS2-HS1_double_none,input2,22628007,19803606,0,64469,0,0,368856,2391076,1.0,0.8751811858640489,0.0,0.002849079903501886,0.0,0.0,0.016300861140797773,0.10566887309165142
498,R1158_FKS2-HS1_double_none,input3,16162182,14207124,0,51000,0,0,273995,1630063,1.0,0.8790350213851076,0.0,0.0031555145214922095,0.0,0.0,0.01695284708463251,0.10085661700876775
499,R1158_FKS2-HS1_double_none,output1none1,24716850,21731363,0,77838,1,0,426020,2481628,1.0,0.8792124805547632,0.0,0.0031491876998889423,4.0458229911983124e-08,0.0,0.01723601510710305,0.10040227618001485
500,R1158_FKS2-HS1_double_none,output1none2,25754874,22710544,0,85782,0,0,444690,2513858,1.0,0.8817959660761687,0.0,0.0033307093639829105,0.0,0.0,0.017266246381170414,0.09760707817867795
501,R1158_FKS2-HS1_double_none,output1none3,26879902,23395953,0,93329,0,0,482647,2907973,1.0,0.8703883295407848,0.0,0.0034720736705066858,0.0,0.0,0.0179556830229515,0.10818391376575703
502,R1158_FKS2-HS1_double_none,output2none1,24716850,21731363,0,77838,1,0,426020,2481628,1.0,0.8792124805547632,0.0,0.0031491876998889423,4.0458229911983124e-08,0.0,0.01723601510710305,0.10040227618001485
503,R1158_FKS2-HS1_double_none,output2none2,25754874,22710544,0,85782,0,0,444690,2513858,1.0,0.8817959660761687,0.0,0.0033307093639829105,0.0,0.0,0.017266246381170414,0.09760707817867795
504,R1158_FKS2-HS1_double_none,output2none3,26879902,23395953,0,93329,0,0,482647,2907973,1.0,0.8703883295407848,0.0,0.0034720736705066858,0.0,0.0,0.0179556830229515,0.10818391376575703
505,R1158_FKS2-HS1_double_none,output3none1,24716850,21731363,0,77838,1,0,426020,2481628,1.0,0.8792124805547632,0.0,0.0031491876998889423,4.0458229911983124e-08,0.0,0.01723601510710305,0.10040227618001485
506,R1158_FKS2-HS1_double_none,output3none2,25754874,22710544,0,85782,0,0,444690,2513858,1.0,0.8817959660761687,0.0,0.0033307093639829105,0.0,0.0,0.017266246381170414,0.09760707817867795
507,R1158_FKS2-HS1_double_none,output3none3,26879902,23395953,0,93329,0,0,482647,2907973,1.0,0.8703883295407848,0.0,0.0034720736705066858,0.0,0.0,0.0179556830229515,0.10818391376575703
508,R1158_FKS2-HS1_single_ortho_anidulafungin,input1,169991,149518,0,472,0,0,2650,17351,1.0,0.8795642122230001,0.0,0.0027766175856368865,0.0,0.0,0.015589060597325741,0.10207010959403733
